x,y,theta,v,x_ref,y_ref,theta_ref
-1.177956,1.123570,4.387452,0.000000,4.801468,-1.394956,7.571238
-1.177956,1.123570,4.387452,1.000000,4.822787,-1.319365,7.586946
-1.193918,1.076187,4.407209,0.000000,4.842916,-1.243449,7.602654
-1.193918,1.076187,4.407209,1.000000,4.861850,-1.167227,7.618362
-1.208941,1.028497,4.416692,0.000000,4.879584,-1.090716,7.634070
-1.208941,1.028497,4.416692,1.000000,4.896114,-1.013936,7.649778
-1.223512,0.980667,4.441977,0.000000,4.911436,-0.936907,7.665486
-1.223512,0.980667,4.441977,1.000000,4.925547,-0.859646,7.681194
-1.236868,0.932484,4.461528,0.000000,4.938442,-0.782172,7.696902
-1.236868,0.932484,4.461528,1.000000,4.950118,-0.704506,7.712610
-1.249280,0.884049,4.479605,0.000000,4.960574,-0.626666,7.728318
-1.249280,0.884049,4.479605,1.000000,4.969805,-0.548672,7.744026
-1.260814,0.835398,4.488766,0.000000,4.977810,-0.470542,7.759734
-1.260814,0.835398,4.488766,1.000000,4.984587,-0.392295,7.775442
-1.271902,0.786643,4.514083,0.000000,4.990134,-0.313953,7.791150
-1.271902,0.786643,4.514083,1.000000,4.994449,-0.235532,7.806858
-1.281753,0.737623,4.533912,0.000000,4.997533,-0.157054,7.822566
-1.281753,0.737623,4.533912,1.000000,4.999383,-0.078537,7.838274
